 4.63756317e-01  4.63756317e-01  4.63756317e-01  4.54783973e-01  4.63756317e-01 -8.97234426e-03 
 4.55351776e-01  4.55351776e-01  4.55351776e-01  4.60317707e-01  4.55351776e-01  4.96593019e-03 
 4.66118806e-01  4.66118806e-01  4.66118806e-01  4.54661820e-01  4.66118806e-01 -1.14569858e-02 
 4.64896932e-01  4.64896932e-01  4.64896932e-01  4.56305396e-01  4.64896932e-01 -8.59153618e-03 
 4.59296815e-01  4.59296815e-01  4.59296815e-01  4.60646476e-01  4.59296815e-01  1.34966077e-03 
 4.61018112e-01  4.61018112e-01  4.61018112e-01  4.54158556e-01  4.61018112e-01 -6.85955587e-03 
 4.56644820e-01  4.56644820e-01  4.56644820e-01  4.63066572e-01  4.56644820e-01  6.42175204e-03 
 4.66243710e-01  4.66243710e-01  4.66243710e-01  4.64364068e-01  4.66243710e-01 -1.87964128e-03 
 4.54699468e-01  4.54699468e-01  4.54699468e-01  4.56030658e-01  4.54699468e-01  1.33118974e-03 
 4.60115025e-01  4.60115025e-01  4.60115025e-01  4.50371099e-01  4.60115025e-01 -9.74392599e-03 
 4.61435089e-01  4.61435089e-01  4.61435089e-01  4.63888566e-01  4.61435089e-01  2.45347664e-03 
 4.55830380e-01  4.55830380e-01  4.55830380e-01  4.53048105e-01  4.55830380e-01 -2.78227449e-03 
 4.68341260e-01  4.68341260e-01  4.68341260e-01  4.53980531e-01  4.68341260e-01 -1.43607290e-02 
 4.62208011e-01  4.62208011e-01  4.62208011e-01  4.65485082e-01  4.62208011e-01  3.27707055e-03 
 4.56241662e-01  4.56241662e-01  4.56241662e-01  4.53431493e-01  4.56241662e-01 -2.81016947e-03 
 4.63583945e-01  4.63583945e-01  4.63583945e-01  4.51779324e-01  4.63583945e-01 -1.18046206e-02 
 4.55130048e-01  4.55130048e-01  4.55130048e-01  4.63698121e-01  4.55130048e-01  8.56807252e-03 
 4.52314258e-01  4.52314258e-01  4.52314258e-01  4.51374696e-01  4.52314258e-01 -9.39562739e-04 
 4.63499290e-01  4.63499290e-01  4.63499290e-01  4.68917874e-01  4.63499290e-01  5.41858418e-03 
 4.63219744e-01  4.63219744e-01  4.63219744e-01  4.60211820e-01  4.63219744e-01 -3.00792350e-03 
 4.61850720e-01  4.61850720e-01  4.61850720e-01  4.53994160e-01  4.61850720e-01 -7.85656044e-03 
 4.68234939e-01  4.68234939e-01  4.68234939e-01  4.54427518e-01  4.68234939e-01 -1.38074209e-02 
 4.61252872e-01  4.61252872e-01  4.61252872e-01  4.69683815e-01  4.61252872e-01  8.43094270e-03 
 4.63147276e-01  4.63147276e-01  4.63147276e-01  4.65634615e-01  4.63147276e-01  2.48733899e-03 
 4.53118950e-01  4.53118950e-01  4.53118950e-01  4.54742198e-01  4.53118950e-01  1.62324804e-03 
 4.60261959e-01  4.60261959e-01  4.60261959e-01  4.59584262e-01  4.60261959e-01 -6.77696636e-04 
 4.56361192e-01  4.56361192e-01  4.56361192e-01  4.63104572e-01  4.56361192e-01  6.74338029e-03 
 4.59134202e-01  4.59134202e-01  4.59134202e-01  4.62737219e-01  4.59134202e-01  3.60301690e-03 
 4.55587979e-01  4.55587979e-01  4.55587979e-01  4.60237213e-01  4.55587979e-01  4.64923370e-03 
 4.61416068e-01  4.61416068e-01  4.61416068e-01  4.52973024e-01  4.61416068e-01 -8.44304469e-03 
