-6.80054857e-01 -6.80054857e-01 -6.80054857e-01 -6.85879664e-01 -6.80054857e-01 -5.82480672e-03 
-6.87094842e-01 -6.87094842e-01 -6.87094842e-01 -6.83469744e-01 -6.87094842e-01  3.62509761e-03 
-6.79953111e-01 -6.79953111e-01 -6.79953111e-01 -6.91832203e-01 -6.79953111e-01 -1.18790918e-02 
-6.86107407e-01 -6.86107407e-01 -6.86107407e-01 -6.86107986e-01 -6.86107407e-01 -5.79268297e-07 
-6.87243006e-01 -6.87243006e-01 -6.87243006e-01 -6.76253466e-01 -6.87243006e-01  1.09895400e-02 
-6.86077601e-01 -6.86077601e-01 -6.86077601e-01 -6.94062201e-01 -6.86077601e-01 -7.98460017e-03 
-6.86762941e-01 -6.86762941e-01 -6.86762941e-01 -6.86498903e-01 -6.86762941e-01  2.64038644e-04 
-6.88659646e-01 -6.88659646e-01 -6.88659646e-01 -6.86972627e-01 -6.88659646e-01  1.68701874e-03 
-6.80741238e-01 -6.80741238e-01 -6.80741238e-01 -6.86304485e-01 -6.80741238e-01 -5.56324745e-03 
-6.87467234e-01 -6.87467234e-01 -6.87467234e-01 -6.89382207e-01 -6.87467234e-01 -1.91497231e-03 
-6.87303657e-01 -6.87303657e-01 -6.87303657e-01 -6.86542943e-01 -6.87303657e-01  7.60713890e-04 
-6.88111388e-01 -6.88111388e-01 -6.88111388e-01 -6.89235753e-01 -6.88111388e-01 -1.12436451e-03 
-6.85868564e-01 -6.85868564e-01 -6.85868564e-01 -6.86836881e-01 -6.85868564e-01 -9.68316681e-04 
-6.78627914e-01 -6.78627914e-01 -6.78627914e-01 -6.82147246e-01 -6.78627914e-01 -3.51933180e-03 
-6.77383066e-01 -6.77383066e-01 -6.77383066e-01 -6.89887899e-01 -6.77383066e-01 -1.25048330e-02 
-6.89417448e-01 -6.89417448e-01 -6.89417448e-01 -6.87910065e-01 -6.89417448e-01  1.50738285e-03 
-6.83910468e-01 -6.83910468e-01 -6.83910468e-01 -6.85213217e-01 -6.83910468e-01 -1.30274883e-03 
-6.88342422e-01 -6.88342422e-01 -6.88342422e-01 -6.87737194e-01 -6.88342422e-01  6.05227304e-04 
-6.83656411e-01 -6.83656411e-01 -6.83656411e-01 -6.79935287e-01 -6.83656411e-01  3.72112419e-03 
-6.85608645e-01 -6.85608645e-01 -6.85608645e-01 -6.87104914e-01 -6.85608645e-01 -1.49626878e-03 
-6.87029376e-01 -6.87029376e-01 -6.87029376e-01 -6.83031576e-01 -6.87029376e-01  3.99780007e-03 
-6.79517155e-01 -6.79517155e-01 -6.79517155e-01 -6.86720491e-01 -6.79517155e-01 -7.20333611e-03 
-6.84373281e-01 -6.84373281e-01 -6.84373281e-01 -6.85002334e-01 -6.84373281e-01 -6.29053490e-04 
-6.86506567e-01 -6.86506567e-01 -6.86506567e-01 -6.87179241e-01 -6.86506567e-01 -6.72673784e-04 
-6.89184014e-01 -6.89184014e-01 -6.89184014e-01 -6.83246424e-01 -6.89184014e-01  5.93758964e-03 
-6.81821411e-01 -6.81821411e-01 -6.81821411e-01 -6.90199894e-01 -6.81821411e-01 -8.37848271e-03 
-6.77744576e-01 -6.77744576e-01 -6.77744576e-01 -6.85783811e-01 -6.77744576e-01 -8.03923501e-03 
-6.89848055e-01 -6.89848055e-01 -6.89848055e-01 -6.74561390e-01 -6.89848055e-01  1.52866650e-02 
-6.85336950e-01 -6.85336950e-01 -6.85336950e-01 -6.81654980e-01 -6.85336950e-01  3.68197055e-03 
-6.81862114e-01 -6.81862114e-01 -6.81862114e-01 -6.84388092e-01 -6.81862114e-01 -2.52597856e-03 
